297,21,2,9065,12.01.2015,22.05.2015
298,16,3,4686,21.04.2015,06.01.2015
299,13,3,1674,19.02.2015,29.06.2015
300,45,6,5249,13.04.2015,13.06.2015
301,43,2,6912,14.02.2015,05.05.2015
302,37,2,3418,25.02.2015,17.02.2015
303,18,7,9711,28.01.2015,28.03.2015
304,50,7,4194,09.02.2015,25.04.2015
305,42,6,9083,07.01.2015,14.03.2015
306,8,5,6887,23.05.2015,08.02.2015
307,6,1,8510,10.05.2015,20.04.2015
308,10,3,7401,15.05.2015,06.03.2015
309,32,6,3686,20.06.2015,05.06.2015
310,9,1,4709,27.04.2015,21.01.2015
311,44,6,8421,18.02.2015,15.02.2015
312,4,6,5563,26.06.2015,24.05.2015
313,13,1,3468,26.04.2015,04.03.2015
314,43,3,2723,06.06.2015,30.05.2015
315,23,1,7524,16.04.2015,25.02.2015
316,11,5,2222,09.02.2015,31.05.2015
317,48,6,5963,10.03.2015,12.06.2015
318,1,6,6805,10.04.2015,27.06.2015
319,19,4,5313,15.02.2015,05.05.2015
320,30,5,4021,26.03.2015,08.05.2015
321,4,5,5503,24.04.2015,31.03.2015
322,23,3,5697,19.04.2015,14.05.2015
323,33,5,6829,22.01.2015,19.03.2015
324,20,2,2028,20.03.2015,18.05.2015
325,10,5,3544,29.01.2015,22.06.2015
326,10,6,6632,07.02.2015,03.02.2015
327,41,4,5352,16.03.2015,04.05.2015
328,17,6,7084,19.02.2015,11.04.2015
329,6,7,6446,02.06.2015,20.05.2015
330,39,2,1288,28.02.2015,22.01.2015
331,49,1,8099,07.04.2015,25.03.2015
332,18,6,4570,16.05.2015,20.01.2015
333,41,5,9035,05.02.2015,22.01.2015
334,16,7,3207,29.03.2015,18.06.2015
335,21,3,6936,04.06.2015,15.06.2015
336,44,5,3760,21.06.2015,21.05.2015
337,37,4,6309,21.03.2015,08.03.2015
338,50,5,5317,03.02.2015,16.03.2015
339,12,1,4263,22.05.2015,21.06.2015
340,6,7,5426,21.02.2015,11.06.2015
341,32,1,2564,14.01.2015,05.01.2015
342,33,2,9933,09.05.2015,12.01.2015
343,3,5,4060,07.01.2015,12.05.2015
344,9,3,9273,25.06.2015,03.02.2015
345,25,2,2057,25.04.2015,17.03.2015
346,15,3,5044,03.06.2015,02.04.2015
347,29,1,9107,01.02.2015,31.01.2015
348,10,6,7061,01.04.2015,17.01.2015
349,24,7,6035,11.04.2015,16.02.2015
350,4,6,4051,30.06.2015,20.06.2015
351,11,2,1450,10.01.2015,20.02.2015
352,39,7,6102,28.02.2015,22.02.2015
353,7,6,2494,17.06.2015,13.06.2015
354,38,5,3516,08.05.2015,15.03.2015
355,1,7,9471,02.06.2015,20.04.2015
356,11,5,5733,25.02.2015,26.04.2015
357,9,6,4899,01.03.2015,25.05.2015
358,26,5,6264,28.03.2015,17.02.2015
359,8,7,7806,24.03.2015,25.05.2015
360,13,7,3456,19.02.2015,11.02.2015
361,31,3,8420,30.06.2015,16.03.2015
362,46,1,4849,24.02.2015,27.04.2015
363,50,5,1137,30.05.2015,16.04.2015
364,13,2,9300,04.01.2015,16.01.2015
365,45,5,3478,14.06.2015,24.01.2015
366,22,5,4831,23.01.2015,27.01.2015
367,49,3,4066,23.01.2015,24.02.2015
368,47,7,6728,24.05.2015,26.04.2015
369,45,4,9295,04.05.2015,27.05.2015
370,12,3,6183,18.01.2015,12.03.2015
371,50,4,2688,07.02.2015,25.01.2015
372,50,6,5026,06.02.2015,21.04.2015
373,3,4,1293,28.01.2015,04.02.2015
374,45,2,1977,30.04.2015,18.06.2015
375,8,1,2019,03.06.2015,16.06.2015
376,45,3,9429,13.06.2015,25.04.2015
377,7,2,6020,01.02.2015,21.02.2015
378,49,1,2505,09.02.2015,15.06.2015
379,13,5,4490,10.01.2015,01.05.2015
380,42,3,7587,07.03.2015,07.04.2015
381,16,6,6601,11.04.2015,05.05.2015
382,30,6,1257,09.02.2015,30.03.2015
383,41,5,8208,31.01.2015,23.02.2015
384,27,4,6366,14.04.2015,09.05.2015
385,8,4,8965,17.03.2015,23.05.2015
386,26,2,5806,02.06.2015,27.02.2015
387,5,5,9699,29.03.2015,29.01.2015
388,35,4,8711,20.02.2015,19.01.2015
389,15,7,8011,15.03.2015,01.03.2015
390,39,4,6727,20.02.2015,20.04.2015
391,41,3,5993,03.04.2015,29.06.2015
392,27,6,1893,02.01.2015,25.04.2015
393,23,7,5040,04.02.2015,19.04.2015
394,21,6,8346,01.02.2015,11.02.2015
395,41,2,4654,10.04.2015,02.01.2015
396,48,5,7945,22.03.2015,02.01.2015
397,2,4,2742,28.06.2015,06.06.2015
398,25,7,5072,14.04.2015,13.02.2015
399,48,2,8947,04.05.2015,14.06.2015
400,44,4,1489,03.01.2015,04.06.2015
401,12,6,8426,08.05.2015,22.05.2015
402,31,5,4418,01.05.2015,20.04.2015
403,14,4,2381,17.06.2015,10.01.2015
404,20,1,5142,24.01.2015,19.01.2015
405,14,7,9726,04.05.2015,27.05.2015
406,29,4,7795,12.01.2015,20.02.2015
407,3,4,6868,23.01.2015,01.05.2015
408,38,2,1410,27.01.2015,11.05.2015
409,7,7,5618,04.03.2015,02.05.2015
410,35,4,7877,25.01.2015,12.06.2015
411,18,5,7410,03.05.2015,19.03.2015
412,18,2,9535,27.02.2015,24.02.2015
413,47,5,3370,25.01.2015,31.01.2015
414,5,4,7385,05.06.2015,16.05.2015
415,34,6,1803,15.03.2015,17.04.2015
416,10,7,5875,28.03.2015,03.02.2015
417,28,5,2821,03.03.2015,21.01.2015
418,1,7,8024,23.03.2015,17.03.2015
419,10,3,3685,19.02.2015,14.01.2015
420,49,1,5855,21.01.2015,19.03.2015
421,14,4,6291,08.05.2015,01.04.2015
422,21,5,6507,05.03.2015,22.04.2015
423,20,1,3011,04.03.2015,01.01.2015
424,28,4,1882,04.05.2015,14.01.2015
425,13,6,5497,02.05.2015,12.06.2015
426,20,6,4025,31.05.2015,09.01.2015
427,7,4,4261,22.04.2015,06.01.2015
428,7,4,4313,11.06.2015,17.03.2015
429,28,3,7160,06.04.2015,08.04.2015
430,19,1,6209,16.04.2015,22.04.2015
431,36,3,6922,23.05.2015,04.06.2015
432,25,4,3082,29.04.2015,09.05.2015
433,42,6,2008,05.04.2015,16.06.2015
434,16,6,8579,23.06.2015,24.01.2015
435,12,1,1608,06.05.2015,26.06.2015
436,25,2,9717,13.02.2015,25.02.2015
437,19,4,3687,10.06.2015,25.01.2015
438,22,4,1926,09.04.2015,23.01.2015
439,28,4,4635,02.02.2015,05.01.2015
440,50,7,9743,05.06.2015,16.04.2015
441,5,2,1496,15.03.2015,20.04.2015
442,38,2,5491,19.02.2015,04.05.2015
443,12,2,9617,03.05.2015,18.02.2015
444,21,3,8244,16.01.2015,11.02.2015
445,31,5,2085,15.03.2015,24.06.2015
446,38,6,5391,24.06.2015,01.04.2015
447,11,4,7574,11.03.2015,24.02.2015
448,24,5,1853,23.04.2015,11.06.2015
449,50,1,4162,11.04.2015,26.04.2015
450,8,4,3056,01.01.2015,27.03.2015
451,48,1,1566,05.02.2015,09.02.2015
452,18,7,3542,02.02.2015,17.06.2015
453,47,3,6984,26.03.2015,26.01.2015
454,18,5,3437,17.01.2015,28.01.2015
455,29,5,7670,26.06.2015,12.01.2015
456,50,7,2684,22.03.2015,26.05.2015
457,10,2,9606,28.01.2015,23.06.2015
458,4,2,3928,23.04.2015,05.01.2015
459,16,1,3610,01.04.2015,19.05.2015
460,3,4,6493,30.01.2015,24.01.2015
461,4,3,5417,13.04.2015,18.02.2015
462,29,3,1389,12.06.2015,02.03.2015
463,32,7,3821,15.02.2015,19.03.2015
464,5,3,3363,28.04.2015,22.06.2015
465,32,6,4527,28.02.2015,24.05.2015
466,12,7,8850,12.04.2015,12.05.2015
467,32,6,7547,27.04.2015,06.01.2015
468,40,5,5044,04.03.2015,08.01.2015
469,49,1,7112,12.03.2015,01.05.2015
470,44,1,7352,15.06.2015,19.04.2015
471,14,3,6563,29.05.2015,13.01.2015
472,14,1,9063,03.04.2015,19.02.2015
473,25,7,8491,02.04.2015,14.02.2015
474,9,6,3070,10.02.2015,11.01.2015
475,17,7,5172,13.03.2015,27.04.2015
476,21,2,9011,14.01.2015,03.02.2015
477,38,6,1275,22.05.2015,18.05.2015
478,31,1,9260,12.04.2015,27.02.2015
479,29,2,9889,24.01.2015,03.04.2015
480,24,4,2406,11.04.2015,24.06.2015
481,14,6,9670,23.01.2015,16.02.2015
482,49,6,5891,31.03.2015,27.02.2015
483,2,2,4663,06.03.2015,08.06.2015
484,36,3,1192,08.05.2015,16.06.2015
485,37,4,8363,10.06.2015,05.02.2015
486,13,1,7541,15.04.2015,21.01.2015
487,8,5,3763,01.05.2015,29.04.2015
488,36,2,4903,19.05.2015,28.01.2015
489,33,2,2096,24.05.2015,23.05.2015
490,5,1,8821,14.02.2015,08.01.2015
491,14,1,6812,15.02.2015,29.03.2015
492,31,1,9255,12.04.2015,08.06.2015
493,43,2,1755,24.06.2015,27.03.2015
494,41,4,7040,13.04.2015,28.06.2015
495,47,4,6231,28.04.2015,07.01.2015
496,32,4,8247,25.01.2015,02.05.2015
497,15,6,3720,27.02.2015,23.04.2015
498,40,7,5990,24.04.2015,05.03.2015
499,3,6,6767,18.02.2015,21.04.2015
500,16,5,5623,18.06.2015,30.03.2015
